AutoID,Naam,Omschrijving,Model status,Model actueel?,ObjectID,Objectnaam,Object actueel?
MDL-0966,OWRB-02527-LAN-DMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05964,MWJ1 - Afrit Schijnpoort vanaf Trace R1Zuid t.p.v. knoop Antwerp Oost Open 2,Ja
MDL-0966,OWRB-02527-LAN-DMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05963,MWJ1 - Afrit Schijnpoort vanaf Trace R1Zuid t.p.v. knoop Antwerp Oost Overdekt,Ja
MDL-0966,OWRB-02527-LAN-DMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05965,MWJ1 - Afrit Schijnpoort vanaf Trace R1Zuid t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0966,OWRB-02527-LAN-DMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05944,MWJ2 - Afrit Schijnpoort vanaf Trace A13 t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0964,OWRB-02526-LAN-DMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05916,MWE1 – HRB Knooppunt Antwerpen Noord - Knooppunt Antwerpen Oost t.p.v. Schijnpoorttunnel,Ja
MDL-0964,OWRB-02526-LAN-DMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05937,MWE1 – HRB Knooppunt Antwerpen Noord - Knooppunt Antwerpen Oost t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0964,OWRB-02526-LAN-DMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05935,MWE1 - Verbindingsweg Tracé A1 - Trace R1NO t.p.v. verdiepte ligging Lobroek,Ja
MDL-0964,OWRB-02526-LAN-DMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05958,MWE1 – Verbindingsweg Tracé R1NO - Tracé R1Zuid t.p.v. knoop Antwerpen Oost,Ja
MDL-0964,OWRB-02526-LAN-DMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05932,MWE1 – Verbindingsweg Tracé R1NO - Tracé R1Zuid t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0964,OWRB-02526-LAN-DMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05941,MWE1 – Verbindingsweg Tracé R1NO - Tracé R1Zuid t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0964,OWRB-02526-LAN-DMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05961,MWH1 - Oprit Schijnpoort richting Trace R1Zuid t.p.v. knoop Antwerpen Oost,Ja
MDL-0964,OWRB-02526-LAN-DMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05936,MWH1 - Oprit Schijnpoort richting Trace R1Zuid t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0964,OWRB-02526-LAN-DMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-06184,MWH2 - Oprit Schijnpoort richting Trace A13 t.p.v. knoop Antwerpen Oost,Ja
MDL-0964,OWRB-02526-LAN-DMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05934,MWH2 - Oprit Schijnpoort richting Trace A13 t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0964,OWRB-02526-LAN-DMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-06236,MWI1 - Afrit Schijnpoort vanaf tracé R1 Noord Oost t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0964,OWRB-02526-LAN-DMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05960,MWQ1 - Verbindingsweg Tracé R1NO - Tracé A13 t.p.v. knoop Antwerpen Oost,Ja
MDL-0964,OWRB-02526-LAN-DMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05940,MWQ1 - Verbindingsweg Tracé R1NO - Tracé A13 t.p.v. verdiepte ligging Antwerpen Oost Open,Ja
MDL-0964,OWRB-02526-LAN-DMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05939,MWQ1 - Verbindingsweg Tracé R1NO - Tracé A13 t.p.v. verdiepte ligging Antwerpen Oost Overdekt,Ja
MDL-0964,OWRB-02526-LAN-DMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05938,MWQ1 - Verbindingsweg Tracé R1NO - Tracé A13 t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0963,OWRB-02526-LAN-DMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05910,MWC1 - Verbindingsweg Tracé R1NW - Trace R1NO t.p.v. verdiepte ligging Lobroek,Ja
MDL-0963,OWRB-02526-LAN-DMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05907,MWE1 – HRB Knooppunt Antwerpen Noord - Knooppunt Antwerpen Oost t.p.v. verdiepte ligging Lobroek,Ja
MDL-0963,OWRB-02526-LAN-DMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05971,MWE1 - verbindingsweg A1 - R1NO t.p.v. OKA,Ja
MDL-0963,OWRB-02526-LAN-DMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-06094,MWE1 - Verbindingsweg Tracé A1 - Tracé R1NO t.p.v. TLUC,Ja
MDL-0963,OWRB-02526-LAN-DMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05935,MWE1 - Verbindingsweg Tracé A1 - Trace R1NO t.p.v. verdiepte ligging Lobroek,Ja
MDL-0963,OWRB-02526-LAN-DMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-06098,MWE1 - Verbindingsweg Tracé A1 - Tracé R1NO t.p.v. verdiepte ligging Luchtbal,Ja
MDL-0963,OWRB-02526-LAN-DMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-06191,MWM1 - Afrit Groenendaallaan vanaf Tracé A1 t.p.v. TLUC,Ja
MDL-0963,OWRB-02526-LAN-DMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-06190,MWM1 - Afrit Groenendaallaan vanaf Tracé A1 t.p.v. verdiepte ligging Luchtbal,Ja
MDL-0963,OWRB-02526-LAN-DMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-06193,MWN1 - Oprit Groenendaallaan richting Knooppunt Antwerpen Noord t.p.v. TLUC,Ja
MDL-0963,OWRB-02526-LAN-DMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-06192,MWN1 - Oprit Groenendaallaan richting Knooppunt Antwerpen Noord t.p.v. verdiepte ligging OKA,Ja
MDL-0956,OWRB-02524-LAN-DMO-W59-000006,TOKA-WEG-OT-MWC1 VO_Open roads,Nieuw,Ja,Obj-05976,MWC1 - verbindingsweg R1NW - R1NO t.p.v. OKA,Ja
MDL-0956,OWRB-02524-LAN-DMO-W59-000006,TOKA-WEG-OT-MWC1 VO_Open roads,Nieuw,Ja,Obj-05910,MWC1 - Verbindingsweg Tracé R1NW - Trace R1NO t.p.v. verdiepte ligging Lobroek,Ja
MDL-0952,OWRB-02523-LAN-DMO-W59-000006,TOKA-WEG-OT-MWB1 VO_Open roads,Nieuw,Ja,Obj-05975,MWB1 - verbindingsweg R1NO - R1NW t.p.v. OKA,Ja
MDL-0952,OWRB-02523-LAN-DMO-W59-000006,TOKA-WEG-OT-MWB1 VO_Open roads,Nieuw,Ja,Obj-05909,MWB1 - Verbindingsweg Tracé R1NO - Trace R1NW t.p.v. verdiepte ligging Lobroek,Ja
MDL-0878,OWRB-03549-LAN-DMO-W66-000001,R1O-HW-BT-Nieuwe inlaat grofrooster Schijnkoker,Nieuw,Ja,,,
MDL-0876,OWRB-05229-ROC-DMO-W66-000001,R1O-HW-BT-funderingen Lotto Arena en Sportpaleis See LOG-0071 in ROCO Relatics,Vervallen,Ja,Obj-05229,Zone Sportpaleis,Ja
MDL-0849,OWRB-05825-ROC-TMO-W66-000002,,Nieuw,Ja,,,
MDL-0848,OWRB-05825-ROC-TMO-W66-000001,,Nieuw,Ja,,,
MDL-0847,OWRB-05524-ROC-BMO-W66-000001,,Nieuw,Ja,,,
MDL-0845,OWRB-05232-ROC-BMO-W66-000001,,Nieuw,Ja,,,
MDL-0831,OWRB-05067-ROC-TMO-W66-000001,R1O-HW-OT-Afsluiting verbinding LBD-AK,Nieuw,Ja,,,
MDL-0783,OWRB-01723-ROC-TMO-W66-000001,R1O-HW-OT-Aansluiting IJzerlaankanaal Lobroekdok,Nieuw,Ja,,,
MDL-0781,OWRB-01723-ROC-BMO-W66-000001,R1O-HW-OT-Aansluiting IJzerlaankanaal Lobroekdok,Nieuw,Ja,Obj-01723,Aansluiting IJzerlaankanaal op Lobroekdok,Ja
MDL-0780,OWRB-04042-LAN-TMO-W66-000001,Uitgangspuntentekening TSCH VO,Nieuw,Ja,,,
MDL-0765,OWRB-04042-ROC-TMO-W66-000003,R1ON-HW-OT-Schijnpoorttunnel,Nieuw,Ja,,,
MDL-0764,OWRB-05524-ROC-TMO-W66-000002,R1ON-HW-OT-Open polder TOKA-Schijnpoorttunnel,Nieuw,Ja,,,
MDL-0763,OWRB-05234-ROC-TMO-W66-000001,R1OZ-HW-OT-Open sleuf Schijnpoorttunnel-E313,Nieuw,Ja,,,
MDL-0757,OWRB-05527-LAN-BMO-W59-000001,R1O-WEG-OT-Verbindingsweg Schijnpoortweg VO_Open roads,Nieuw,Ja,,,
MDL-0756,OWRB-05228-LAN-BMO-W59-000001,R1O-WEG-OT-Schijnpoortweg VO_Open roads,Nieuw,Ja,,,
MDL-0755,OWRB-02527-LAN-BMO-W59-000006,R1N-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05909,MWB1 - Verbindingsweg Tracé R1NO - Trace R1NW t.p.v. verdiepte ligging Lobroek,Ja
MDL-0755,OWRB-02527-LAN-BMO-W59-000006,R1N-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05908,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. verdiepte ligging Lobroek,Ja
MDL-0755,OWRB-02527-LAN-BMO-W59-000006,R1N-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05972,MWF1 - verbindingsweg R1NO - A1 t.p.v. OKA,Ja
MDL-0755,OWRB-02527-LAN-BMO-W59-000006,R1N-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-06095,MWF1 - Verbindingsweg Tracé R1NO - Tracé A1 t.p.v. TLUC,Ja
MDL-0755,OWRB-02527-LAN-BMO-W59-000006,R1N-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-06099,MWF1 - Verbindingsweg Tracé R1NO - Tracé A1 t.p.v. verdiepte ligging Luchtbal,Ja
MDL-0755,OWRB-02527-LAN-BMO-W59-000006,R1N-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-06195,MWO1 - Afrit Groenendaallaan vanaf Knooppunt Antwerpen Noord t.p.v. TLUC,Ja
MDL-0755,OWRB-02527-LAN-BMO-W59-000006,R1N-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-06194,MWO1 - Afrit Groenendaallaan vanaf Knooppunt Antwerpen Noord t.p.v. verdiepte ligging OKA,Ja
MDL-0755,OWRB-02527-LAN-BMO-W59-000006,R1N-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-06197,MWP1 - Oprit Groenendaallaan richting Tracé A1 t.p.v. TLUC,Ja
MDL-0755,OWRB-02527-LAN-BMO-W59-000006,R1N-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-06196,MWP1 - Oprit Groenendaallaan richting Tracé A1 t.p.v. verdiepte ligging Luchtbal,Ja
MDL-0754,OWRB-02527-LAN-BMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-06237,MW41 - Verbindingsweg Tracé A13 - Tracé R1NO t.p.v. knoop Antwerpen Oost,Ja
MDL-0754,OWRB-02527-LAN-BMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05949,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. knoop Antwerpen Oost,Ja
MDL-0754,OWRB-02527-LAN-BMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05917,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. Schijnpoorttunnel,Ja
MDL-0754,OWRB-02527-LAN-BMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05933,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0754,OWRB-02527-LAN-BMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05942,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0754,OWRB-02527-LAN-BMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05943,MWF1 - Verbindingsweg Tracé R1NO - Trace A1 t.p.v. verdiepte ligging Lobroek,Ja
MDL-0754,OWRB-02527-LAN-BMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05959,MWF1 – Verbindingsweg Tracé Zuid - Tracé R1NO t.p.v. knoop Antwerpen Oost,Ja
MDL-0754,OWRB-02527-LAN-BMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-06235,MWG1 - Oprit Schijnpoort richting Tracé R1 Noord Oost t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0754,OWRB-02527-LAN-BMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05962,MWJ1 - Afrit Schijnpoort vanaf Trace R1Zuid t.p.v. knoop Antwerp Oost Open,Ja
MDL-0754,OWRB-02527-LAN-BMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05964,MWJ1 - Afrit Schijnpoort vanaf Trace R1Zuid t.p.v. knoop Antwerp Oost Open 2,Ja
MDL-0754,OWRB-02527-LAN-BMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05963,MWJ1 - Afrit Schijnpoort vanaf Trace R1Zuid t.p.v. knoop Antwerp Oost Overdekt,Ja
MDL-0754,OWRB-02527-LAN-BMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05965,MWJ1 - Afrit Schijnpoort vanaf Trace R1Zuid t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0754,OWRB-02527-LAN-BMO-W59-000005,R1O-WEG-OT-MWF1 VO_Open roads,Nieuw,Ja,Obj-05944,MWJ2 - Afrit Schijnpoort vanaf Trace A13 t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0752,OWRB-02526-LAN-BMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05916,MWE1 – HRB Knooppunt Antwerpen Noord - Knooppunt Antwerpen Oost t.p.v. Schijnpoorttunnel,Ja
MDL-0752,OWRB-02526-LAN-BMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05937,MWE1 – HRB Knooppunt Antwerpen Noord - Knooppunt Antwerpen Oost t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0752,OWRB-02526-LAN-BMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05935,MWE1 - Verbindingsweg Tracé A1 - Trace R1NO t.p.v. verdiepte ligging Lobroek,Ja
MDL-0752,OWRB-02526-LAN-BMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05958,MWE1 – Verbindingsweg Tracé R1NO - Tracé R1Zuid t.p.v. knoop Antwerpen Oost,Ja
MDL-0752,OWRB-02526-LAN-BMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05932,MWE1 – Verbindingsweg Tracé R1NO - Tracé R1Zuid t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0752,OWRB-02526-LAN-BMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05941,MWE1 – Verbindingsweg Tracé R1NO - Tracé R1Zuid t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0752,OWRB-02526-LAN-BMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05961,MWH1 - Oprit Schijnpoort richting Trace R1Zuid t.p.v. knoop Antwerpen Oost,Ja
MDL-0752,OWRB-02526-LAN-BMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05936,MWH1 - Oprit Schijnpoort richting Trace R1Zuid t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0752,OWRB-02526-LAN-BMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-06184,MWH2 - Oprit Schijnpoort richting Trace A13 t.p.v. knoop Antwerpen Oost,Ja
MDL-0752,OWRB-02526-LAN-BMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05934,MWH2 - Oprit Schijnpoort richting Trace A13 t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0752,OWRB-02526-LAN-BMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-06236,MWI1 - Afrit Schijnpoort vanaf tracé R1 Noord Oost t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0752,OWRB-02526-LAN-BMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05960,MWQ1 - Verbindingsweg Tracé R1NO - Tracé A13 t.p.v. knoop Antwerpen Oost,Ja
MDL-0752,OWRB-02526-LAN-BMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05940,MWQ1 - Verbindingsweg Tracé R1NO - Tracé A13 t.p.v. verdiepte ligging Antwerpen Oost Open,Ja
MDL-0752,OWRB-02526-LAN-BMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05939,MWQ1 - Verbindingsweg Tracé R1NO - Tracé A13 t.p.v. verdiepte ligging Antwerpen Oost Overdekt,Ja
MDL-0752,OWRB-02526-LAN-BMO-W59-000006,R1O-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05938,MWQ1 - Verbindingsweg Tracé R1NO - Tracé A13 t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0751,OWRB-02526-LAN-BMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05910,MWC1 - Verbindingsweg Tracé R1NW - Trace R1NO t.p.v. verdiepte ligging Lobroek,Ja
MDL-0751,OWRB-02526-LAN-BMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05907,MWE1 – HRB Knooppunt Antwerpen Noord - Knooppunt Antwerpen Oost t.p.v. verdiepte ligging Lobroek,Ja
MDL-0751,OWRB-02526-LAN-BMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05971,MWE1 - verbindingsweg A1 - R1NO t.p.v. OKA,Ja
MDL-0751,OWRB-02526-LAN-BMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-06094,MWE1 - Verbindingsweg Tracé A1 - Tracé R1NO t.p.v. TLUC,Ja
MDL-0751,OWRB-02526-LAN-BMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-05935,MWE1 - Verbindingsweg Tracé A1 - Trace R1NO t.p.v. verdiepte ligging Lobroek,Ja
MDL-0751,OWRB-02526-LAN-BMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-06098,MWE1 - Verbindingsweg Tracé A1 - Tracé R1NO t.p.v. verdiepte ligging Luchtbal,Ja
MDL-0751,OWRB-02526-LAN-BMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-06191,MWM1 - Afrit Groenendaallaan vanaf Tracé A1 t.p.v. TLUC,Ja
MDL-0751,OWRB-02526-LAN-BMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-06190,MWM1 - Afrit Groenendaallaan vanaf Tracé A1 t.p.v. verdiepte ligging Luchtbal,Ja
MDL-0751,OWRB-02526-LAN-BMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-06193,MWN1 - Oprit Groenendaallaan richting Knooppunt Antwerpen Noord t.p.v. TLUC,Ja
MDL-0751,OWRB-02526-LAN-BMO-W59-000005,R1N-WEG-OT-MWE1 VO_Open roads,Nieuw,Ja,Obj-06192,MWN1 - Oprit Groenendaallaan richting Knooppunt Antwerpen Noord t.p.v. verdiepte ligging OKA,Ja
MDL-0744,OWRB-02524-LAN-BMO-W59-000006,TOKA-WEG-OT-MWC1 VO_Open roads,Nieuw,Ja,Obj-05976,MWC1 - verbindingsweg R1NW - R1NO t.p.v. OKA,Ja
MDL-0744,OWRB-02524-LAN-BMO-W59-000006,TOKA-WEG-OT-MWC1 VO_Open roads,Nieuw,Ja,Obj-05910,MWC1 - Verbindingsweg Tracé R1NW - Trace R1NO t.p.v. verdiepte ligging Lobroek,Ja
MDL-0740,OWRB-02523-LAN-BMO-W59-000006,TOKA-WEG-OT-MWB1 VO_Open roads,Nieuw,Ja,Obj-05975,MWB1 - verbindingsweg R1NO - R1NW t.p.v. OKA,Ja
MDL-0740,OWRB-02523-LAN-BMO-W59-000006,TOKA-WEG-OT-MWB1 VO_Open roads,Nieuw,Ja,Obj-05909,MWB1 - Verbindingsweg Tracé R1NO - Trace R1NW t.p.v. verdiepte ligging Lobroek,Ja
MDL-0630,OWRB-03549-LAN-BMO-W66-000001,R1O-HW-BT-Nieuwe inlaat grofrooster Schijnkoker,Nieuw,Ja,,,
MDL-0628,OWRB-05229-ROC-BMO-W66-000001,R1O-HW-BT-funderingen Lotto Arena en Sportpaleis See LOG-0071 in ROCO Relatics,Vervallen,Ja,Obj-05229,Zone Sportpaleis,Ja
MDL-0626,OWRB-05213-LAN-BMO-W66-000001,R1O-HW-BT-Slibgistingstank RWZI Deurne,Nieuw,Ja,,,
MDL-0619,OWRB-03745-LAN-DMO-W59-000001,,Nieuw,Ja,,,
MDL-0618,OWRB-01242-LAN-DMO-W59-000001,,Nieuw,Ja,,,
MDL-0617,OWRB-05163-LAN-DMO-W59-000001,004-WEG-R1S-GX3L,Nieuw,Ja,,,
MDL-0609,OWRB-05234-LAN-DMO-W66-000007,R1O-HW-Constructie copied geometry VO,Nieuw,Ja,,,
MDL-0607,OWRB-04353-LAN-DMO-W66-000001,R1O-BT-Oud pompstation Groot Schijn,Nieuw,Ja,,,
MDL-0606,OWRB-05842-LAN-DMO-W66-000001,R1O-BT-Verbindingsgeul Lobroekdok Albertkanaal,Nieuw,Ja,,,
MDL-0605,OWRB-04984-LAN-DMO-W66-000006,R1O-TIJ-Lozingspunten R1O,Nieuw,Ja,,,
MDL-0604,OWRB-04330-LAN-DMO-W66-000001,R1O-RIO-Vloeistofkelder_Open polder zuid,Vervallen,Nee,,,
MDL-0603,OWRB-04329-LAN-DMO-W66-000001,R1O-RIO-Vloeistofkelder Verbindingsweg,Nieuw,Ja,,,
MDL-0602,OWRB-05232-LAN-DMO-W66-000002,R1O-RIO-Vloeistofkelder Turnhoutsebaan,Nieuw,Ja,,,
MDL-0601,OWRB-02546-LAN-DMO-W66-000009,R1O-RIO-Lozingspunten R1O,Nieuw,Ja,Obj-04996,Lozingspunt 12a t/m 12h Bij E313 KW122 en R1 KW124 (BT) ---VERVALLEN---,Nee
MDL-0601,OWRB-02546-LAN-DMO-W66-000009,R1O-RIO-Lozingspunten R1O,Nieuw,Ja,Obj-02686,Lozingspunt 6a & 6b Lobroekdok ---VERVALLEN---,Nee
MDL-0601,OWRB-02546-LAN-DMO-W66-000009,R1O-RIO-Lozingspunten R1O,Nieuw,Ja,Obj-03548,Lozingspunt 9b Groot Schijn opwaarts pompstation ---VERVALLEN---,Nee
MDL-0601,OWRB-02546-LAN-DMO-W66-000009,R1O-RIO-Lozingspunten R1O,Nieuw,Ja,Obj-04995,Lozingspunt LP10,Ja
MDL-0601,OWRB-02546-LAN-DMO-W66-000009,R1O-RIO-Lozingspunten R1O,Nieuw,Ja,Obj-04997,Lozingspunt LP11,Ja
MDL-0600,OWRB-04042-LAN-DMO-W66-000002,R1O-RIO-Hoofdwaterkelders Schijnpoort tunnel,Nieuw,Ja,,,
MDL-0599,OWRB-05063-LAN-DMO-W66-000001,R1O-RIO-Groot Schijn (waterloop) Open dak,Nieuw,Ja,,,
MDL-0598,OWRB-04042-LAN-DMO-W66-000001,R1O-DBW-Constr. Schijnpoorttunnel,Nieuw,Ja,,,
MDL-0597,OWRB-04026-LAN-DMO-W64-000001,R1O-DBW-OT-Dienstbouwwerk Schijnpoort Energie,Nieuw,Ja,,,
MDL-0596,OWRB-03709-LAN-DMO-W64-000001,R1O-DBW-Dienstbouwwerk Schijnpoort,Nieuw,Ja,,,
MDL-0595,OWRB-03760-LAN-DMO-W66-000001,R1O-HW-Constr. Overkapping Hof ter Loo +verdiepte ligging,Nieuw,Ja,,,
MDL-0594,OWRB-05232-LAN-DMO-W66-000001,R1O-HW-Constr. Gesloten deel E313-R1,Nieuw,Ja,,,
MDL-0593,OWRB-05234-LAN-DMO-W66-000004,R1O-HW-Constr. Schijnpolder tussen viaduct verbindingsweg en einde polder (Zuid),Nieuw,Ja,,,
MDL-0592,OWRB-05234-LAN-DMO-W66-000003,R1O-HW-OT-Constr. Schijnpolder tussen gesloten deel Schijnpoorttunnel en viaduct verbindingsweg (Zuid),Nieuw,Ja,,,
MDL-0591,OWRB-05234-LAN-DMO-W66-000002,R1O-HW-OT-Viaduct verbindingsweg,Nieuw,Ja,,,
MDL-0590,OWRB-05234-LAN-DMO-W66-000001,R1O-HW-OT-Gesloten deel aansluiting van R1 naar E313,Nieuw,Ja,,,
MDL-0588,OWRB-04328-LAN-DMO-W66-000001,R1O-HW-OT-Constr. Open polder lobroekdok,Nieuw,Ja,,,
MDL-0542,OWRB-03745-LAN-TMO-W59-000003,,Nieuw,Ja,,,
MDL-0541,OWRB-03745-LAN-BMO-W59-000001,,Nieuw,Ja,,,
MDL-0540,OWRB-01242-LAN-BMO-W59-000001,,Nieuw,Ja,,,
MDL-0539,OWRB-05163-LAN-BMO-W59-000001,004-WEG-R1S-GX3L,Nieuw,Ja,,,
